date,open,high,low,close,volume
2018-04-16,0.29308715,0.30341321,0.27071949,0.28466482,10343328.84171470
2018-04-15,0.25324027,0.29989266,0.25324027,0.29313048,12787631.37561208
2018-04-14,0.24609575,0.26198682,0.24236416,0.25332492,4719943.93847232
2018-04-13,0.24405037,0.26850991,0.23175656,0.24537975,19680251.27512468
2018-04-12,0.21320939,0.24384102,0.20744852,0.24293302,16696983.55937932
2018-04-11,0.19864019,0.21354102,0.19864019,0.21354102,8876212.35594187
2018-04-10,0.19652143,0.20178400,0.19652143,0.19922507,3441138.96896377
2018-04-09,0.20793131,0.21337004,0.19291464,0.19652264,5396999.26402653
2018-04-08,0.20243432,0.20987399,0.20224554,0.20793126,2304546.45581892
2018-04-07,0.19693020,0.20828503,0.19674247,0.20202719,6531882.89868347
2018-04-06,0.19711152,0.20001074,0.19141269,0.19579353,4493993.89728762
2018-04-05,0.20382249,0.20761568,0.19176585,0.19835687,11142184.84215232
2018-04-04,0.23083251,0.23317018,0.20017766,0.20233133,10736385.13981743
2018-04-03,0.22324588,0.23688354,0.22324588,0.23312353,10584329.50668996
2018-04-02,0.20551012,0.23236409,0.20359174,0.22382933,12592229.77218200
2018-04-01,0.20489761,0.21124374,0.18881830,0.20584650,7746279.04347006
2018-03-31,0.18711656,0.21881772,0.18711656,0.20419383,8057501.01176825
2018-03-30,0.19083491,0.20085155,0.17554157,0.18720721,11706519.15460042
2018-03-29,0.21979082,0.22107579,0.18772528,0.19136209,15241760.44670139
2018-03-28,0.21506702,0.22488111,0.21368179,0.22048142,3605362.41942211
2018-03-27,0.23028802,0.23094208,0.20599383,0.21528022,9833207.98652412
2018-03-26,0.23994431,0.24519126,0.21799252,0.22948698,6903872.90422390
2018-03-25,0.23400705,0.24269945,0.23209762,0.24127893,3928925.18979871
2018-03-24,0.23651518,0.24448120,0.23308193,0.23602905,5395555.00172432
2018-03-23,0.24394312,0.24394312,0.22502446,0.23501852,8066163.07843406
2018-03-22,0.25023733,0.25684793,0.22775413,0.24198108,8319205.16590268
2018-03-21,0.26591074,0.27103723,0.24448653,0.25058377,11353996.13712186
2018-03-20,0.24623801,0.27715141,0.23557552,0.26381712,3197768.99144766
2018-03-19,0.22340594,0.24614771,0.21405571,0.24453769,3685177.28823109
2018-03-18,0.21481317,0.23740862,0.16438675,0.22350048,5559280.44942789
2018-03-17,0.23791622,0.24158484,0.20910000,0.21522953,1600617.51336450
2018-03-16,0.25360844,0.25522039,0.23685901,0.23784019,1381526.84074640
2018-03-15,0.26852541,0.27070527,0.23834671,0.25360597,2325210.54230260
2018-03-14,0.30129838,0.30707289,0.26164471,0.26798201,1702061.60445714
2018-03-13,0.30179913,0.30942606,0.29363679,0.29785408,1192594.15026970
2018-03-12,0.31104558,0.31979343,0.29530909,0.30242713,1260774.40265610
2018-03-11,0.30132906,0.31306389,0.29001674,0.31306389,1718171.35975400
2018-03-10,0.31472922,0.32466003,0.29484900,0.30014110,1671751.32128941
2018-03-09,0.32741974,0.32855747,0.28346988,0.31394522,2577919.18377589
2018-03-08,0.33993730,0.35071880,0.32000957,0.32805114,1565075.53814895
2018-03-07,0.34511910,0.35529762,0.31109740,0.33995819,2113928.43537660
2018-03-06,0.35571462,0.36890975,0.34113842,0.34125309,1765536.30554020
2018-03-05,0.36432934,0.40361797,0.35646762,0.35646762,3138882.63482740
2018-03-04,0.34439330,0.36666625,0.33843925,0.36436240,3667949.75290960
2018-03-03,0.32641622,0.34509593,0.31622610,0.34509593,1609534.05165148
2018-03-02,0.33410069,0.34700000,0.32405930,0.32717820,2537473.66903620
2018-03-01,0.35301495,0.36571584,0.33429641,0.33429641,1782469.26093300
2018-02-28,0.36464688,0.37122440,0.35308572,0.35309440,1257761.97787360
2018-02-27,0.36143853,0.37262523,0.35785900,0.36398787,1168757.41336298
2018-02-26,0.35007537,0.37149387,0.34282574,0.36143853,1201010.38151932
2018-02-25,0.35442598,0.36239134,0.33857151,0.35008673,1168115.21734064
2018-02-24,0.37384732,0.38422094,0.34714539,0.35624176,1290547.18983890
2018-02-23,0.37685862,0.39359251,0.36107387,0.37553651,1415359.71091314
2018-02-22,0.38919306,0.40895586,0.35613080,0.37685015,1821801.56764640
2018-02-21,0.40630411,0.42953149,0.37813145,0.39138787,2337034.64291726
2018-02-20,0.44706854,0.45157157,0.40525517,0.40525517,1817398.49503556
2018-02-19,0.45352268,0.46417660,0.44609065,0.44706209,1014348.78861608
2018-02-18,0.48231512,0.48828864,0.44278592,0.45352230,2882808.49504816
2018-02-17,0.45808236,0.52515827,0.45300949,0.48325886,4982051.68043940
2018-02-16,0.46026583,0.46730678,0.44289678,0.45684942,943294.21769218
2018-02-15,0.45880000,0.47324917,0.44591522,0.46408339,2063979.85556525
2018-02-14,0.40977172,0.45892877,0.40552906,0.45780000,2580398.38928130
2018-02-13,0.39520582,0.45854784,0.37917899,0.40996592,8956868.87385600
2018-02-12,0.37675409,0.40067957,0.37675409,0.39560400,1063230.96781981
2018-02-11,0.40468411,0.40468411,0.36163721,0.37675308,1756797.80140369
2018-02-10,0.39851348,0.44509148,0.37895817,0.40158129,2883651.41470777
2018-02-09,0.37010000,0.40447866,0.35500000,0.39323420,2418824.25404780
2018-02-08,0.35694784,0.39224225,0.35320000,0.37300000,1631543.79724110
2018-02-07,0.37895445,0.41073177,0.34153033,0.35878122,3226020.53355364
2018-02-06,0.33042056,0.38362338,0.27990114,0.38281247,5351669.11460863
2018-02-05,0.40003042,0.42989208,0.30451405,0.32718350,4187885.34059551
2018-02-04,0.45567897,0.48193424,0.38120000,0.39976623,2780426.88467204
2018-02-03,0.38423070,0.49272300,0.38365640,0.45562922,3798492.23709802
2018-02-02,0.50116300,0.54600000,0.38354630,0.38386350,286747.81462024
2018-02-01,0.64767620,0.64982940,0.48529929,0.50386700,310996.35353000
2018-01-31,0.64417205,0.64985940,0.64350000,0.64767620,363777.69593000
2018-01-30,0.64892380,0.65000000,0.61876000,0.64417205,268528.19084716
2018-01-29,0.68174360,0.68483300,0.64380540,0.64892380,278806.86917284
2018-01-28,0.67491320,0.68649700,0.67000000,0.68199900,276308.97653748
2018-01-27,0.67123160,0.68612460,0.67000000,0.67491320,276504.67416418
2018-01-26,0.68647540,0.68647540,0.64000000,0.67890420,276648.97017917
2018-01-25,0.60000000,0.73000000,0.60000000,0.68647540,276728.64490160
2018-01-23,0.68619460,0.68619460,0.55000000,0.55000000,278454.66432307
2018-01-22,0.64800000,0.68632460,0.64000000,0.68624380,280192.56927000
2018-01-21,0.68340060,0.68645000,0.55000000,0.55000000,285798.35261346
2018-01-20,0.68142200,0.71000000,0.67000000,0.68392140,279750.96660606
2018-01-19,0.68022580,0.68648000,0.67020000,0.68087120,278434.00651140
2018-01-18,0.68019120,0.80000000,0.67013060,0.68072660,259059.21759000
2018-01-17,0.65000000,0.85000000,0.50000000,0.68046660,150544.38089588
2018-01-16,0.65405620,0.85000000,0.65000000,0.65000000,128296.60047857
2018-01-15,0.61655440,0.85000000,0.61291480,0.65358540,175703.52963286
2018-01-14,0.69135240,0.70000000,0.55000000,0.61708220,205104.21603542
2018-01-13,0.68164390,0.85000000,0.65000000,0.69196680,159986.04215844
2018-01-12,0.57242180,0.75000000,0.57242180,0.68657190,221733.43980610
2018-01-11,0.56790100,0.75000000,0.56249720,0.57242180,202258.51563830
2018-01-10,0.67633050,0.83000000,0.50200000,0.56790100,278728.09976943
2018-01-09,0.79297280,0.82000000,0.63000000,0.82000000,211432.59978327
2018-01-08,0.71672000,1.01000000,0.70050960,0.79350560,160817.76194899
2018-01-07,0.75485280,0.90000000,0.70299310,0.71672000,181842.32225813
2018-01-06,0.86059160,0.99111100,0.60000000,0.75485280,148255.20143018
2018-01-05,0.85344160,1.01000000,0.84307560,0.86059160,186121.63453356
2018-01-04,0.90846200,1.50000000,0.82992440,0.85344160,115028.84208129
2018-01-03,0.60519160,1.10000000,0.60519160,0.90846200,233077.90104158
2018-01-02,0.50632980,0.70690600,0.50100100,0.60519160,287004.38908033
2018-01-01,0.34232210,0.50632980,0.34232210,0.50632980,257455.23209000
2017-12-31,0.45233210,0.52000000,0.34131450,0.34232210,391421.45795000
2017-12-30,0.29181680,0.45449000,0.29136760,0.45233210,307906.99032000
2017-12-29,0.29000000,0.29288880,0.29000000,0.29181680,567677.83569000
2017-12-28,0.28281010,0.29279080,0.28000000,0.29060520,551186.33273000
2017-12-27,0.26565080,0.28342710,0.26415780,0.28208170,655289.11754000
2017-12-26,0.24410200,0.26626980,0.24207780,0.26565080,579244.37837000
2017-12-25,0.25283830,0.30000000,0.24216860,0.24393160,511762.76050000
2017-12-24,0.30220500,0.30300000,0.25064000,0.25295550,551866.49410667
2017-12-23,0.24220060,0.30194300,0.24004800,0.30194300,462841.32424000
2017-12-22,0.27338980,0.27369000,0.24008800,0.24195380,585689.67354000
2017-12-21,0.26223300,0.30297000,0.24995440,0.27360660,635947.20108000
2017-12-20,0.27205050,0.27427430,0.24006800,0.26223300,629829.51475000
2017-12-19,0.26530990,0.27719070,0.26449850,0.27205050,434026.20434000
2017-12-18,0.28021510,0.28246180,0.26449470,0.26530990,289836.92750897
2017-12-17,0.21218030,0.28278000,0.21205240,0.28021510,496879.52242103
2017-12-16,0.25001000,0.35175900,0.20306110,0.21218030,324499.54487857
2017-12-15,0.18828500,0.25002500,0.18828500,0.25001000,425357.19453000
2017-12-14,0.15076000,0.19000580,0.15024320,0.18828500,672942.62691000
2017-12-13,0.15479730,0.15671940,0.15014900,0.15086040,815840.74168000
2017-12-12,0.14668900,0.15109640,0.14600600,0.14969600,706259.51539000
2017-12-11,0.12708310,0.14733190,0.12610930,0.14606570,749995.45382000
2017-12-10,0.13579460,0.13604660,0.10779520,0.12708310,944686.81616000
2017-12-09,0.14605100,0.15204840,0.13473660,0.13579460,681284.22922086
2017-12-08,0.15120430,0.15148810,0.13778770,0.14605100,825983.71545714
2017-12-07,0.13535720,0.15149390,0.13535720,0.15120430,347647.24971000
2017-12-06,0.11492940,0.20000000,0.11420930,0.13535720,855058.01558000
2017-12-05,0.09346610,0.11531290,0.09336210,0.11492940,1106547.86246000
2017-12-04,0.09309100,0.09423850,0.08968320,0.09404190,1074100.54574000
2017-12-03,0.09334550,0.09461980,0.09112190,0.09309100,1187304.67410000
2017-12-02,0.08299690,0.09749040,0.08251880,0.09334550,913324.96985000
2017-12-01,0.08030671,0.08331050,0.08001700,0.08299690,1514787.94885000
2017-11-30,0.07618980,0.08080010,0.07582110,0.08037290,1282868.24754000
2017-11-29,0.07698060,0.08857720,0.06515050,0.07624870,1360869.52142000
2017-11-28,0.05399650,0.07717300,0.05394710,0.07710500,1780964.45471000
2017-11-27,0.04759850,0.05399650,0.04759850,0.05388910,1785418.66529000
2017-11-26,0.04304090,0.04775370,0.04299280,0.04759850,2346082.37494000
2017-11-25,0.04076170,0.04326740,0.04065150,0.04304090,2297754.80486000
2017-11-24,0.04254290,0.04255290,0.03907510,0.04076170,2815487.39625000
2017-11-23,0.03906660,0.04287070,0.03904140,0.04254290,2802703.18062000
2017-11-22,0.03745560,0.03924540,0.03745560,0.03906660,2565028.54521000
2017-11-21,0.03878480,0.05000700,0.03754950,0.03757800,2339194.93200000
2017-11-20,0.03622880,0.03966750,0.03608360,0.03878480,2400989.74026000
2017-11-19,0.03589730,0.03818120,0.03587530,0.03622880,2433858.24160000
2017-11-18,0.03687960,0.03687960,0.03485640,0.03589730,2487096.17272000
2017-11-17,0.03587400,0.03741400,0.03546300,0.03687960,2386580.26168000
2017-11-16,0.04000500,0.04009450,0.03480400,0.03584800,2656508.00557000
2017-11-15,0.03487910,0.04002350,0.03487910,0.04002350,2524246.47779000
2017-11-14,0.03058640,0.03488110,0.03058240,0.03487910,2999903.31756000
2017-11-13,0.02875080,0.03159110,0.02808530,0.03058640,3093691.11151000
2017-11-12,0.03271470,0.03274610,0.02875080,0.02875080,2875296.38088000
2017-11-11,0.03279100,0.03569700,0.03262510,0.03271470,2740663.55952000
2017-11-10,0.03897470,0.03927760,0.03276200,0.03279100,2571876.92166000
2017-11-09,0.03290910,0.03901480,0.03290680,0.03897470,2518410.73974000
2017-11-08,0.03107110,0.03294690,0.02967350,0.03290910,3022273.41118000
2017-11-07,0.02798480,0.03197130,0.02798480,0.03107110,3114372.59363000
2017-11-06,0.02687810,0.02802490,0.02663840,0.02798710,3449372.75301000
2017-11-05,0.02764070,0.02764070,0.02662010,0.02687810,3381618.76536000
2017-11-04,0.02733610,0.02830370,0.02699030,0.02764070,3364977.29174000
2017-11-03,0.02736990,0.02780260,0.02610220,0.02733610,3385407.66702000
2017-11-02,0.02786250,0.02808600,0.02430840,0.02736990,3391658.35693000
2017-11-01,0.02896930,0.02984010,0.02769630,0.02786250,3208760.35493000
2017-10-31,0.03157580,0.03160490,0.02897110,0.02899830,3026532.74716000
2017-10-30,0.03121790,0.03157580,0.03046140,0.03157580,3012045.82629000
2017-10-29,0.03191320,0.03230170,0.03070460,0.03123580,3159749.51931000
2017-10-28,0.03415190,0.03428270,0.03191320,0.03191320,2773113.35420000
2017-10-27,0.03523410,0.03523410,0.03335810,0.03415190,2700274.38886000
2017-10-26,0.03499340,0.03672440,0.03497300,0.03523410,2626052.28091000
2017-10-25,0.04109650,0.04111870,0.03447860,0.03499340,2442867.26271000
2017-10-24,0.03266960,0.04111870,0.03266960,0.04107860,2432017.63891000
2017-10-23,0.03262410,0.03321700,0.03048160,0.03267210,2838361.66791000
2017-10-22,0.02808710,0.03729210,0.02808520,0.03266200,2610546.95287000
2017-10-21,0.02641810,0.02812530,0.02461460,0.02808710,3765767.89945000
2017-10-20,0.03176810,0.03177660,0.02557460,0.02641810,3103775.68247000
2017-10-19,0.03514400,0.03518410,0.03058710,0.03176810,2785437.93802000
2017-10-18,0.04556910,0.04625680,0.03401060,0.03518410,2396793.31290000
2017-10-17,0.03543970,0.04614000,0.03543970,0.04555840,2551347.55465610
2017-10-16,0.01827910,0.04470010,0.01827720,0.03543970,3265261.34413000
2017-10-15,0.01840200,0.01840410,0.01704370,0.01827720,5184352.64877000
2017-10-14,0.01805610,0.01870310,0.01805420,0.01840410,5080728.54753000
2017-10-13,0.01808900,0.01808900,0.01776630,0.01805420,4955029.92644000
2017-10-12,0.01952380,0.01954580,0.01793460,0.01808690,4021641.08528000
2017-10-11,0.02503300,0.02503300,0.01853820,0.01954180,2818187.73732000
2017-10-10,0.01726310,0.02509600,0.01698030,0.02503300,4413321.85104000
2017-10-09,0.01957400,0.01991900,0.01725210,0.01726310,4605738.05648000
2017-10-08,0.01995400,0.01999800,0.01871100,0.01957400,4450296.05307000
2017-10-07,0.01812900,0.01999800,0.01808900,0.01995400,4396631.64204000
2017-10-06,0.01468000,0.01812900,0.01467800,0.01812900,5773609.86566000
2017-10-05,0.01191700,0.01468000,0.01181000,0.01468000,7651056.11664000
2017-10-04,0.01203400,0.01245200,0.01188500,0.01191700,7654964.02273000
2017-10-03,0.01289700,0.01289700,0.01165400,0.01203400,7121019.86834000
2017-10-02,0.01370000,0.01372200,0.01276200,0.01289700,7034889.28970000
2017-10-01,0.01375700,0.01377500,0.01334200,0.01370000,6848680.47693000
2017-09-30,0.01317800,0.01391800,0.01315600,0.01375700,6885965.14525000
2017-09-29,0.01383700,0.01385900,0.01290900,0.01317800,6915594.24671000
2017-09-28,0.01461900,0.01465900,0.01382600,0.01382800,6629949.51040000
2017-09-27,0.01238600,0.01465900,0.01224900,0.01462100,7292310.45307000
2017-09-26,0.01227300,0.01242400,0.01197300,0.01238600,6741968.11390000
2017-09-25,0.01152900,0.01227300,0.01149000,0.01227300,7183878.05774999
2017-09-24,0.01166400,0.01199700,0.01143900,0.01152900,7706753.54798999
2017-09-23,0.01041200,0.01168600,0.01039200,0.01165700,7969996.55733000
2017-09-22,0.01098400,0.01098800,0.01039200,0.01041200,7664003.83238000
2017-09-21,0.01237600,0.01239400,0.01095500,0.01098400,6218326.54374000
2017-09-20,0.01151000,0.01239400,0.01128600,0.01237600,5579244.48943000
2017-09-19,0.01343700,0.01343700,0.01150800,0.01151000,3918500.73585000
2017-09-18,0.01139700,0.01358400,0.01117500,0.01343700,5727201.35011000
2017-09-17,0.01149800,0.01168400,0.01052200,0.01139700,5999729.59573000
2017-09-16,0.01216000,0.01223400,0.01076600,0.01152000,6007477.49037000
2017-09-15,0.01242100,0.01242100,0.00789900,0.01216000,6518444.02209000
2017-09-14,0.01528400,0.01548000,0.01231200,0.01242100,5027763.03061000
2017-09-13,0.01616600,0.01618800,0.01487100,0.01528400,4225309.42765000
2017-09-12,0.01698600,0.01752600,0.01616600,0.01616600,4029480.06440000
2017-09-11,0.01666400,0.01705800,0.01616100,0.01698600,4272394.50287000
2017-09-10,0.02150400,0.02150500,0.01666300,0.01666400,4023507.79316000
2017-09-09,0.02150500,0.02150500,0.02150300,0.02150400,2459252.63053000
2017-09-08,0.02150400,0.02150500,0.02150300,0.02150400,3456599.96452000
2017-09-07,0.02150300,0.02151800,0.01956400,0.02150400,2543414.09562000
2017-09-06,0.02152600,0.02169900,0.02150300,0.02150300,2094076.12174000
2017-09-05,0.02151900,0.02164700,0.02150900,0.02153100,3285083.71856001
2017-09-04,0.02156500,0.02169900,0.02150800,0.02164300,2745876.78259000
2017-09-03,0.02150600,0.02169700,0.02139300,0.02169400,1285854.90591000
2017-09-02,0.02265000,0.02265000,0.01944000,0.02150300,1572540.07949389
2017-09-01,0.02215000,0.02397000,0.02215000,0.02265000,4585088.81749610
2017-08-31,0.02096000,0.02215000,0.02093800,0.02215000,2483204.54335820
2017-08-30,0.02025400,0.02096000,0.02019000,0.02096000,2422244.32950181
2017-08-29,0.02078400,0.02078400,0.01972800,0.02011400,2327439.00004830
2017-08-28,0.02004000,0.02078400,0.01926000,0.02078400,2504960.80394490
2017-08-27,0.02071000,0.02129000,0.02004000,0.02004000,2446323.05512770
2017-08-26,0.01912000,0.02076000,0.01908200,0.02071000,1766562.61935111
2017-08-25,0.01890000,0.01970000,0.01887000,0.01912000,2212895.52469116
2017-08-24,0.02073000,0.02146000,0.01890000,0.01890000,2575152.59424955
2017-08-23,0.02135000,0.02365700,0.02020000,0.02073000,2323804.79476559
2017-08-22,0.01955102,0.02135000,0.01658076,0.02135000,2399525.94353043
2017-08-21,0.01773594,0.01964131,0.01726318,0.01871861,9758754.74357335
2017-08-20,0.01652087,0.01820426,0.01612437,0.01773623,10052473.48083420
2017-08-19,0.01687307,0.01727620,0.01532178,0.01652066,16499620.41582095
2017-08-18,0.01717526,0.01780265,0.01662790,0.01685878,6384968.49459236
2017-08-17,0.01778045,0.01812422,0.01645731,0.01717526,8590628.79840936
2017-08-16,0.01736861,0.01836233,0.01728267,0.01777020,5244418.55236626
2017-08-15,0.01873270,0.01912859,0.01711990,0.01736861,8791020.76004040
2017-08-14,0.01881024,0.01990081,0.01843028,0.01905363,7068275.19394768
2017-08-13,0.02111737,0.02111737,0.01832476,0.01880995,9416213.69223568
2017-08-12,0.02151023,0.02264196,0.02014654,0.02111774,7633068.58922004
2017-08-11,0.02235722,0.02242268,0.02068357,0.02151020,7335646.92136002
2017-08-10,0.02311172,0.02384888,0.02222411,0.02222411,3227562.63621095
2017-08-09,0.02366197,0.02530485,0.02054265,0.02311172,12690395.32146202
2017-08-08,0.02234874,0.02390493,0.02155785,0.02390493,10070875.03586671
2017-08-07,0.02301277,0.02365988,0.02123172,0.02234973,10541590.37033658
2017-08-06,0.02380477,0.02596002,0.02226183,0.02301276,9806030.00775944
2017-08-05,0.02252666,0.02631021,0.02144903,0.02493203,15986071.06564328
2017-08-04,0.01894508,0.02247445,0.01861163,0.02227839,9442659.60723167
2017-08-03,0.01875033,0.01949451,0.01710742,0.01894521,3799222.01063078
2017-08-02,0.01803900,0.01989951,0.01745400,0.01875033,20388181.98735940
2017-08-01,0.01626900,0.01809000,0.01577200,0.01805600,6511381.76517387
2017-07-31,0.01637000,0.01700000,0.01530000,0.01628000,7648486.62072971
2017-07-30,0.01744000,0.01750000,0.01620000,0.01620100,2745880.80725403
2017-07-29,0.01700100,0.01747000,0.01525100,0.01744000,4776227.00947283
2017-07-28,0.01820000,0.01869900,0.01668400,0.01706000,6389798.72276378
2017-07-27,0.01907500,0.01926900,0.01806700,0.01820000,4992359.01841479
2017-07-26,0.01850900,0.01998000,0.01765100,0.01902900,8596109.49996466
2017-07-25,0.02258300,0.02300000,0.01734700,0.01859900,10187440.46129359
2017-07-24,0.02203400,0.02300000,0.02102900,0.02276700,3316791.59056039
2017-07-23,0.02334000,0.02500000,0.02085800,0.02203400,10128263.93885920
2017-07-22,0.01850200,0.02398600,0.01850200,0.02334000,15964580.06996489
2017-07-21,0.01852700,0.02034800,0.01806100,0.01850200,5673905.65939160
2017-07-20,0.01710800,0.02036600,0.01710800,0.01852700,9613877.63661651
2017-07-19,0.01863200,0.01999900,0.01700200,0.01735000,4931685.03992189
2017-07-18,0.01850000,0.02040800,0.01768400,0.01895900,12353205.48059330
2017-07-17,0.01555000,0.01900000,0.01400000,0.01850000,8858807.59362189
2017-07-16,0.01731500,0.01871000,0.01350100,0.01555000,10351534.84093290
2017-07-15,0.01604500,0.01849000,0.01500000,0.01731500,7197668.14371768
2017-07-14,0.01741500,0.01741500,0.01469900,0.01604500,6962517.10323206
2017-07-13,0.01776000,0.02238000,0.01555600,0.01741500,15123565.64841991
2017-07-12,0.01459400,0.01999800,0.01270100,0.01776000,13822213.60234727
2017-07-11,0.01573600,0.01699900,0.01220000,0.01452100,9417170.68240134
2017-07-10,0.01921300,0.01970100,0.01400000,0.01573600,7477352.96839688
2017-07-09,0.02110600,0.02238000,0.01921300,0.01921300,2362785.94117550
2017-07-08,0.02024868,0.02239617,0.01745383,0.02110600,5665551.09263170
2017-07-07,0.02584527,0.02600572,0.02004517,0.02024868,11007226.16015344
2017-07-06,0.02580500,0.02646400,0.02500100,0.02584527,1362400.21690173
2017-07-05,0.02635900,0.02635900,0.02351100,0.02580500,4019918.35267128
2017-07-04,0.02610200,0.02809900,0.02500000,0.02638600,3277181.03380241
2017-07-03,0.02573400,0.02675500,0.02435000,0.02610200,4202442.47458974
2017-07-02,0.02335600,0.02597900,0.02201000,0.02573000,6718467.87519531
2017-07-01,0.02700000,0.02756900,0.02291000,0.02335600,5841605.45533079
2017-06-30,0.02904000,0.02996100,0.02650000,0.02650800,1952677.88774892
2017-06-29,0.03144200,0.03295200,0.02750100,0.02904000,4712570.66152935
2017-06-28,0.02900400,0.03399900,0.02697500,0.03258500,7826093.40872536
2017-06-27,0.02897000,0.03124900,0.02401000,0.02900400,6196398.30570288
2017-06-26,0.03280800,0.03499900,0.02403900,0.02896300,13659734.04451816
2017-06-25,0.03682600,0.03696400,0.03000000,0.03280800,5148691.62951196
2017-06-24,0.03967600,0.03999900,0.03600000,0.03682600,3109512.19860157
2017-06-23,0.03938300,0.04048100,0.03876600,0.03988000,2472755.11502240
2017-06-22,0.03899600,0.03958000,0.03700100,0.03936800,3325297.64752749
2017-06-21,0.04134600,0.04182300,0.03512300,0.03899600,3316537.03842297
2017-06-20,0.04204600,0.04489900,0.03850000,0.04134600,4969040.68961104
2017-06-19,0.03800000,0.04205000,0.03700100,0.04204600,4232523.77953552
2017-06-18,0.04066700,0.04084400,0.03700000,0.03800000,2922541.33112552
